city,city_ascii,state_abbr,state_name,county_name,country_name
Primrose,Primrose,AK,Alaska,Kenai Peninsula,USA
Top-of-the-World,Top-of-the-World,AZ,Arizona,Pinal,USA
Gem,Gem,KS,Kansas,Thomas,USA
Centralia,Centralia,IA,Iowa,Dubuque,USA
Morrison,Morrison,IA,Iowa,Grundy,USA
Burchard,Burchard,NE,Nebraska,Pawnee,USA
Wheatcroft,Wheatcroft,KY,Kentucky,Webster,USA
Swaledale,Swaledale,IA,Iowa,Cerro Gordo,USA
Allen,Allen,MD,Maryland,Wicomico,USA
Clarks Hill,Clarks Hill,SC,South Carolina,McCormick,USA
Center Junction,Center Junction,IA,Iowa,Jones,USA
Hammond,Hammond,MN,Minnesota,Wabasha,USA
Stark City,Stark City,MO,Missouri,Newton,USA
Sweetwater,Sweetwater,OK,Oklahoma,Beckham,USA
Enterprise,Enterprise,OK,Oklahoma,Haskell,USA
South Greenfield,South Greenfield,MO,Missouri,Dade,USA
Page,Page,NE,Nebraska,Holt,USA
McFarlan,McFarlan,NC,North Carolina,Anson,USA
Gay,Gay,GA,Georgia,Meriwether,USA
Davey,Davey,NE,Nebraska,Lancaster,USA
New Castle,New Castle,VA,Virginia,Craig,USA
Rocky Boy's Agency,Rocky Boy's Agency,MT,Montana,Hill,USA
Cedar Crest,Cedar Crest,PA,Pennsylvania,Mifflin,USA
Kenel,Kenel,SD,South Dakota,Corson,USA
Robeline,Robeline,LA,Louisiana,Natchitoches,USA
Snowville,Snowville,VA,Virginia,Pulaski,USA
Orrtanna,Orrtanna,PA,Pennsylvania,Adams,USA
Sedan,Sedan,MT,Montana,Gallatin,USA
Utopia,Utopia,TX,Texas,Uvalde,USA
Martell,Martell,NE,Nebraska,Lancaster,USA
Washington,Washington,CA,California,Nevada,USA
Daisy,Daisy,AR,Arkansas,Pike,USA
Burnett,Burnett,IN,Indiana,Vigo,USA
Osnabrock,Osnabrock,ND,North Dakota,Cavalier,USA
Olney,Olney,MT,Montana,Flathead,USA
Halfway,Halfway,MO,Missouri,Polk,USA
Viola,Viola,TN,Tennessee,Warren,USA
St. Augustine,St. Augustine,IL,Illinois,Knox,USA
Pheba,Pheba,MS,Mississippi,Clay,USA
Ali Chuk,Ali Chuk,AZ,Arizona,Pima,USA
Arcadia,Arcadia,MI,Michigan,Manistee,USA
Dover,Dover,MO,Missouri,Lafayette,USA
Nachusa,Nachusa,IL,Illinois,Lee,USA
Green Spring,Green Spring,WV,West Virginia,Hampshire,USA
Radley,Radley,KS,Kansas,Crawford,USA
Mina,Mina,NV,Nevada,Mineral,USA
Bly,Bly,OR,Oregon,Klamath,USA
Brook Park,Brook Park,MN,Minnesota,Pine,USA
Soldier,Soldier,IA,Iowa,Monona,USA
Loma Vista,Loma Vista,TX,Texas,Starr,USA
Arcadia,Arcadia,OK,Oklahoma,Oklahoma,USA
East Salem,East Salem,PA,Pennsylvania,Juniata,USA
Turin,Turin,IA,Iowa,Monona,USA
Eva,Eva,TN,Tennessee,Benton,USA
Kingston,Kingston,AR,Arkansas,Madison,USA
Norwood,Norwood,MI,Michigan,Charlevoix,USA
Deering,Deering,ND,North Dakota,McHenry,USA
Melvin,Melvin,TX,Texas,McCulloch,USA
Ormsby,Ormsby,MN,Minnesota,Watonwan,USA
Haysville,Haysville,PA,Pennsylvania,Allegheny,USA
Rock,Rock,KS,Kansas,Cowley,USA
Chatham,Chatham,MI,Michigan,Alger,USA
Woodward,Woodward,PA,Pennsylvania,Centre,USA
Mount Laguna,Mount Laguna,CA,California,San Diego,USA
Lake Arrowhead,Lake Arrowhead,MO,Missouri,Clinton,USA
Woody Creek,Woody Creek,CO,Colorado,Pitkin,USA
East Oolitic,East Oolitic,IN,Indiana,Lawrence,USA
Oasis,Oasis,NM,New Mexico,Sierra,USA
Chittenden,Chittenden,VT,Vermont,Rutland,USA
Naponee,Naponee,NE,Nebraska,Franklin,USA
Little Sioux,Little Sioux,IA,Iowa,Harrison,USA
Jameson,Jameson,MO,Missouri,Daviess,USA
Mapleview,Mapleview,MN,Minnesota,Mower,USA
Magness,Magness,AR,Arkansas,Independence,USA
Salineño,Salineno,TX,Texas,Starr,USA
Tony,Tony,WI,Wisconsin,Rusk,USA
Mockingbird Valley,Mockingbird Valley,KY,Kentucky,Jefferson,USA
Miamiville,Miamiville,OH,Ohio,Clermont,USA
Eagle Rock,Eagle Rock,VA,Virginia,Botetourt,USA
Libertyville,Libertyville,AL,Alabama,Covington,USA
Addy,Addy,WA,Washington,Stevens,USA
Conde,Conde,SD,South Dakota,Spink,USA
Mainville,Mainville,PA,Pennsylvania,Columbia,USA
Brandonville,Brandonville,WV,West Virginia,Preston,USA
La Coma Heights,La Coma Heights,TX,Texas,Hidalgo,USA
Ball Club,Ball Club,MN,Minnesota,Itasca,USA
Central City,Central City,SD,South Dakota,Lawrence,USA
Bridgeport,Bridgeport,OK,Oklahoma,Caddo,USA
Dover,Dover,IL,Illinois,Bureau,USA
Garden,Garden,UT,Utah,Rich,USA
Edgewater Park,Edgewater Park,OK,Oklahoma,Comanche,USA
Greenbush,Greenbush,WI,Wisconsin,Sheboygan,USA
La Junta Gardens,La Junta Gardens,CO,Colorado,Otero,USA
Mays,Mays,IN,Indiana,Rush,USA
Stone City,Stone City,IA,Iowa,Jones,USA
Bradgate,Bradgate,IA,Iowa,Humboldt,USA
Grovertown,Grovertown,IN,Indiana,Starke,USA
Cantwell,Cantwell,AK,Alaska,Denali,USA
Novice,Novice,TX,Texas,Coleman,USA
La Escondida,La Escondida,TX,Texas,Starr,USA
Bassett,Bassett,AR,Arkansas,Mississippi,USA
Boynton,Boynton,OK,Oklahoma,Muskogee,USA
Floris,Floris,IA,Iowa,Davis,USA
Adams,Adams,IL,Illinois,Adams,USA
Martha,Martha,OK,Oklahoma,Jackson,USA
Medill,Medill,MO,Missouri,Clark,USA
Fulton,Fulton,KS,Kansas,Bourbon,USA
Grier City,Grier City,PA,Pennsylvania,Schuylkill,USA
Wright,Wright,MN,Minnesota,Carlton,USA
Imlay,Imlay,NV,Nevada,Pershing,USA
McLeod,McLeod,ND,North Dakota,Ransom,USA
Beaver Marsh,Beaver Marsh,OR,Oregon,Klamath,USA
Hastings,Hastings,IA,Iowa,Mills,USA
Loop,Loop,TX,Texas,Gaines,USA
Humphreys,Humphreys,MO,Missouri,Sullivan,USA
Mead Ranch,Mead Ranch,AZ,Arizona,Gila,USA
Folsomville,Folsomville,IN,Indiana,Warrick,USA
Cunard,Cunard,WV,West Virginia,Fayette,USA
Malmo,Malmo,NE,Nebraska,Saunders,USA
Rohrsburg,Rohrsburg,PA,Pennsylvania,Columbia,USA
Green,Green,KS,Kansas,Clay,USA
McGregor,McGregor,ND,North Dakota,Williams,USA
Fruitdale,Fruitdale,SD,South Dakota,Butte,USA
Adrian,Adrian,WV,West Virginia,Upshur,USA
Saltillo,Saltillo,IN,Indiana,Washington,USA
Peyton,Peyton,CO,Colorado,El Paso,USA
Columbus,Columbus,KY,Kentucky,Hickman,USA
Searsboro,Searsboro,IA,Iowa,Poweshiek,USA
Hunt,Hunt,NY,New York,Livingston,USA
Gaylesville,Gaylesville,AL,Alabama,Cherokee,USA
Niles,Niles,KS,Kansas,Ottawa,USA
Bledsoe,Bledsoe,TX,Texas,Cochran,USA
Viking,Viking,MN,Minnesota,Marshall,USA
Andover,Andover,IA,Iowa,Clinton,USA
Orrville,Orrville,AL,Alabama,Dallas,USA
McCracken,McCracken,KS,Kansas,Rush,USA
Sheakleyville,Sheakleyville,PA,Pennsylvania,Mercer,USA
Bennington,Bennington,ID,Idaho,Bear Lake,USA
Teterboro,Teterboro,NJ,New Jersey,Bergen,USA
Allenville,Allenville,IL,Illinois,Moultrie,USA
Crystal Mountain,Crystal Mountain,MI,Michigan,Benzie,USA
Geneva,Geneva,PA,Pennsylvania,Crawford,USA
Savonburg,Savonburg,KS,Kansas,Allen,USA
Grand View,Grand View,WI,Wisconsin,Bayfield,USA
Hartsburg,Hartsburg,MO,Missouri,Boone,USA
Alfarata,Alfarata,PA,Pennsylvania,Mifflin,USA
Wamic,Wamic,OR,Oregon,Wasco,USA
Foundryville,Foundryville,PA,Pennsylvania,Columbia,USA
Raglesville,Raglesville,IN,Indiana,Daviess,USA
Bessemer Bend,Bessemer Bend,WY,Wyoming,Natrona,USA
Seneca,Seneca,OR,Oregon,Grant,USA
Alto,Alto,WI,Wisconsin,Fond du Lac,USA
Helenville,Helenville,WI,Wisconsin,Jefferson,USA
Sanborn,Sanborn,ND,North Dakota,Barnes,USA
Cornish,Cornish,OK,Oklahoma,Jefferson,USA
Bull Hollow,Bull Hollow,OK,Oklahoma,Delaware,USA
St. Helena,St. Helena,NE,Nebraska,Cedar,USA
Miesville,Miesville,MN,Minnesota,Dakota,USA
Utica,Utica,KS,Kansas,Ness,USA
Walterhill,Walterhill,TN,Tennessee,Rutherford,USA
Glenham,Glenham,SD,South Dakota,Walworth,USA
Hatch,Hatch,UT,Utah,Garfield,USA
Wainwright,Wainwright,OK,Oklahoma,Muskogee,USA
Kingston,Kingston,NV,Nevada,Lander,USA
Brave,Brave,PA,Pennsylvania,Greene,USA
Summerville,Summerville,OR,Oregon,Union,USA
Falkland,Falkland,NC,North Carolina,Pitt,USA
Danville,Danville,GA,Georgia,Twiggs,USA
Brooktree Park,Brooktree Park,ND,North Dakota,Cass,USA
Big Creek,Big Creek,MS,Mississippi,Calhoun,USA
Eyers Grove,Eyers Grove,PA,Pennsylvania,Columbia,USA
Loretto,Loretto,NE,Nebraska,Boone,USA
Hiouchi,Hiouchi,CA,California,Del Norte,USA
Sawyer,Sawyer,KS,Kansas,Pratt,USA
Stevinson,Stevinson,CA,California,Merced,USA
Catalpa Canyon,Catalpa Canyon,NM,New Mexico,McKinley,USA
Bear Lake,Bear Lake,IN,Indiana,Noble,USA
Odanah,Odanah,WI,Wisconsin,Ashland,USA
La Russell,La Russell,MO,Missouri,Jasper,USA
Packwood,Packwood,WA,Washington,Lewis,USA
Broadwater,Broadwater,NE,Nebraska,Morrill,USA
Hepler,Hepler,KS,Kansas,Crawford,USA
Jericho,Jericho,AR,Arkansas,Crittenden,USA
Buchanan,Buchanan,TN,Tennessee,Henry,USA
Pamplin City,Pamplin City,VA,Virginia,Appomattox,USA
Upland,Upland,NE,Nebraska,Franklin,USA
Cullison,Cullison,KS,Kansas,Pratt,USA
Trilla,Trilla,IL,Illinois,Coles,USA
Faucett,Faucett,MO,Missouri,Buchanan,USA
Newberry,Newberry,IN,Indiana,Greene,USA
Thurston,Thurston,NE,Nebraska,Thurston,USA
Panola,Panola,OK,Oklahoma,Latimer,USA
Sheldon,Sheldon,ND,North Dakota,Ransom,USA
Ulmer,Ulmer,SC,South Carolina,Allendale,USA
Judyville,Judyville,IN,Indiana,Warren,USA
Rubicon,Rubicon,WI,Wisconsin,Dodge,USA
Mainesburg,Mainesburg,PA,Pennsylvania,Tioga,USA
Norcross,Norcross,MN,Minnesota,Grant,USA
Maysville,Maysville,AR,Arkansas,Benton,USA
Makena,Makena,HI,Hawaii,Maui,USA
Todd Mission,Todd Mission,TX,Texas,Grimes,USA
Springhill,Springhill,MT,Montana,Gallatin,USA
Carter,Carter,MT,Montana,Chouteau,USA
Linden,Linden,NC,North Carolina,Cumberland,USA
Sweet Water Village,Sweet Water Village,AZ,Arizona,Pinal,USA
Harrison City,Harrison City,PA,Pennsylvania,Westmoreland,USA
Akhiok,Akhiok,AK,Alaska,Kodiak Island,USA
Springlake,Springlake,TX,Texas,Lamb,USA
Ohiowa,Ohiowa,NE,Nebraska,Fillmore,USA
Naper,Naper,NE,Nebraska,Boyd,USA
Atlanta,Atlanta,NE,Nebraska,Phelps,USA
Rhodell,Rhodell,WV,West Virginia,Raleigh,USA
Greigsville,Greigsville,NY,New York,Livingston,USA
Helenwood,Helenwood,TN,Tennessee,Scott,USA
Pilot Mound,Pilot Mound,IA,Iowa,Boone,USA
Preble,Preble,IN,Indiana,Adams,USA
Westview Circle,Westview Circle,WY,Wyoming,Platte,USA
Sims,Sims,IN,Indiana,Grant,USA
Wisdom,Wisdom,MT,Montana,Beaverhead,USA
Portland,Portland,CO,Colorado,Ouray,USA
Beaman,Beaman,IA,Iowa,Grundy,USA
Lybrook,Lybrook,NM,New Mexico,Rio Arriba,USA
Bark Ranch,Bark Ranch,CO,Colorado,Boulder,USA
Delco,Delco,NC,North Carolina,Columbus,USA
Raymond City,Raymond City,WV,West Virginia,Putnam,USA
Cordova,Cordova,NE,Nebraska,Seward,USA
Odessa,Odessa,NE,Nebraska,Buffalo,USA
Earlton,Earlton,KS,Kansas,Neosho,USA
Williams,Williams,SC,South Carolina,Colleton,USA
McKittrick,McKittrick,MO,Missouri,Montgomery,USA
Ayr,Ayr,NE,Nebraska,Adams,USA
Glendora,Glendora,MS,Mississippi,Tallahatchie,USA
Greenland,Greenland,MI,Michigan,Ontonagon,USA
San Cristobal,San Cristobal,NM,New Mexico,Taos,USA
Lake Santeetlah,Lake Santeetlah,NC,North Carolina,Graham,USA
Solway,Solway,MN,Minnesota,Beltrami,USA
Cool,Cool,TX,Texas,Parker,USA
Norris,Norris,SD,South Dakota,Mellette,USA
Hedrick,Hedrick,IN,Indiana,Warren,USA
Republican City,Republican City,NE,Nebraska,Harlan,USA
Friendly,Friendly,WV,West Virginia,Tyler,USA
Kilgore,Kilgore,NE,Nebraska,Cherry,USA
Eagles Mere,Eagles Mere,PA,Pennsylvania,Sullivan,USA
Brock,Brock,NE,Nebraska,Nemaha,USA
Westboro,Westboro,MO,Missouri,Atchison,USA
Grasston,Grasston,MN,Minnesota,Kanabec,USA
Pawleys Island,Pawleys Island,SC,South Carolina,Georgetown,USA
Kingston,Kingston,NM,New Mexico,Sierra,USA
Airport Heights,Airport Heights,TX,Texas,Starr,USA
Harman,Harman,WV,West Virginia,Randolph,USA
Phillips,Phillips,OK,Oklahoma,Coal,USA
Wallowa Lake,Wallowa Lake,OR,Oregon,Wallowa,USA
Bon Air,Bon Air,AL,Alabama,Talladega,USA
Hyner,Hyner,PA,Pennsylvania,Clinton,USA
Bath,Bath,SD,South Dakota,Brown,USA
Larrabee,Larrabee,IA,Iowa,Cherokee,USA
Rockdale Acres,Rockdale Acres,PA,Pennsylvania,Crawford,USA
Plevna,Plevna,KS,Kansas,Reno,USA
Lamy,Lamy,NM,New Mexico,Santa Fe,USA
Mill Spring,Mill Spring,MO,Missouri,Wayne,USA
Memphis,Memphis,NE,Nebraska,Saunders,USA
Mount Briar,Mount Briar,MD,Maryland,Washington,USA
Munjor,Munjor,KS,Kansas,Ellis,USA
Bloomingdale,Bloomingdale,OH,Ohio,Jefferson,USA
Smithfield,Smithfield,NE,Nebraska,Gosper,USA
Renick,Renick,MO,Missouri,Randolph,USA
Tingley,Tingley,IA,Iowa,Ringgold,USA
Hillsdale,Hillsdale,KS,Kansas,Miami,USA
Big Lagoon,Big Lagoon,CA,California,Humboldt,USA
Bronaugh,Bronaugh,MO,Missouri,Vernon,USA
Lynxville,Lynxville,WI,Wisconsin,Crawford,USA
Rockbridge,Rockbridge,IL,Illinois,Greene,USA
Acorn,Acorn,AR,Arkansas,Polk,USA
Amoret,Amoret,MO,Missouri,Bates,USA
Nessen City,Nessen City,MI,Michigan,Benzie,USA
Moorefield,Moorefield,AR,Arkansas,Independence,USA
Argyle,Argyle,MO,Missouri,Osage,USA
Mineola,Mineola,IA,Iowa,Mills,USA
Mount Eagle,Mount Eagle,PA,Pennsylvania,Centre,USA
Sardinia,Sardinia,IN,Indiana,Decatur,USA
Kettlersville,Kettlersville,OH,Ohio,Shelby,USA
Lawrence Creek,Lawrence Creek,OK,Oklahoma,Creek,USA
Strayhorn,Strayhorn,MS,Mississippi,Tate,USA
Detmold,Detmold,MD,Maryland,Allegany,USA
Theba,Theba,AZ,Arizona,Maricopa,USA
Longfellow,Longfellow,PA,Pennsylvania,Mifflin,USA
Samak,Samak,UT,Utah,Summit,USA
Los Cerrillos,Los Cerrillos,NM,New Mexico,Santa Fe,USA
Percival,Percival,IA,Iowa,Fremont,USA
Pine River,Pine River,WI,Wisconsin,Waushara,USA
East Sharpsburg,East Sharpsburg,PA,Pennsylvania,Blair,USA
Belden,Belden,NE,Nebraska,Cedar,USA
Burr Oak,Burr Oak,KS,Kansas,Jewell,USA
Spofford,Spofford,TX,Texas,Kinney,USA
Ten Broeck,Ten Broeck,KY,Kentucky,Jefferson,USA
Ericson,Ericson,NE,Nebraska,Wheeler,USA
Glencoe,Glencoe,OH,Ohio,Belmont,USA
Cogswell,Cogswell,ND,North Dakota,Sargent,USA
Wrigley,Wrigley,TN,Tennessee,Hickman,USA
Old Agency,Old Agency,MT,Montana,Sanders,USA
Nelson,Nelson,IL,Illinois,Lee,USA
Vandiver,Vandiver,MO,Missouri,Audrain,USA
Comptche,Comptche,CA,California,Mendocino,USA
Shambaugh,Shambaugh,IA,Iowa,Page,USA
Ledyard,Ledyard,IA,Iowa,Kossuth,USA
Rantoul,Rantoul,KS,Kansas,Franklin,USA
Broughton,Broughton,OH,Ohio,Paulding,USA
Verona,Verona,ND,North Dakota,LaMoure,USA
The Plains,The Plains,VA,Virginia,Fauquier,USA
Palmer,Palmer,IA,Iowa,Pocahontas,USA
Hartland,Hartland,IL,Illinois,McHenry,USA
Choptank,Choptank,MD,Maryland,Caroline,USA
Gordon,Gordon,WI,Wisconsin,Douglas,USA
Angostura,Angostura,SD,South Dakota,Fall River,USA
Owl Ranch,Owl Ranch,TX,Texas,Jim Wells,USA
Goodnews Bay,Goodnews Bay,AK,Alaska,Bethel,USA
Indian Village,Indian Village,IN,Indiana,St. Joseph,USA
Round Top,Round Top,TX,Texas,Fayette,USA
Willey,Willey,IA,Iowa,Carroll,USA
Barnett,Barnett,MO,Missouri,Morgan,USA
Shannon City,Shannon City,IA,Iowa,Union,USA
Coats,Coats,KS,Kansas,Pratt,USA
Onton,Onton,KY,Kentucky,Webster,USA
Salesville,Salesville,OH,Ohio,Guernsey,USA
Gilliam,Gilliam,LA,Louisiana,Caddo,USA
Tanquecitos South Acres II,Tanquecitos South Acres II,TX,Texas,Webb,USA
Poplar Grove,Poplar Grove,AR,Arkansas,Phillips,USA
Lake Gogebic,Lake Gogebic,MI,Michigan,Ontonagon,USA
Lawtonka Acres,Lawtonka Acres,OK,Oklahoma,Comanche,USA
Belmar,Belmar,NE,Nebraska,Keith,USA
Ensign,Ensign,KS,Kansas,Gray,USA
Sanford,Sanford,TX,Texas,Hutchinson,USA
Cottonwood,Cottonwood,OK,Oklahoma,Coal,USA
Mooresville,Mooresville,MO,Missouri,Livingston,USA
Lankin,Lankin,ND,North Dakota,Walsh,USA
Pick City,Pick City,ND,North Dakota,Mercer,USA
Winstonville,Winstonville,MS,Mississippi,Bolivar,USA
Mountain Meadows,Mountain Meadows,CA,California,Kern,USA
Covington,Covington,MI,Michigan,Baraga,USA
Stewart,Stewart,MS,Mississippi,Montgomery,USA
Rumsey,Rumsey,CA,California,Yolo,USA
Symerton,Symerton,IL,Illinois,Will,USA
Waynesville,Waynesville,IN,Indiana,Bartholomew,USA
Kaibab,Kaibab,AZ,Arizona,Mohave,USA
Trommald,Trommald,MN,Minnesota,Crow Wing,USA
Reed Point,Reed Point,MT,Montana,Stillwater,USA
Mabie,Mabie,CA,California,Plumas,USA
Nelson,Nelson,MN,Minnesota,Douglas,USA
Lisbon,Lisbon,FL,Florida,Lake,USA
Nicasio,Nicasio,CA,California,Marin,USA
Portlandville,Portlandville,NY,New York,Otsego,USA
Skykomish,Skykomish,WA,Washington,King,USA
Monmouth,Monmouth,IA,Iowa,Jackson,USA
Benton City,Benton City,MO,Missouri,Audrain,USA
Water Valley,Water Valley,KY,Kentucky,Graves,USA
Fort Ransom,Fort Ransom,ND,North Dakota,Ransom,USA
Stockholm,Stockholm,SD,South Dakota,Grant,USA
Belvidere,Belvidere,SD,South Dakota,Jackson,USA
Rayle,Rayle,GA,Georgia,Wilkes,USA
Millfield,Millfield,OH,Ohio,Athens,USA
Sabinsville,Sabinsville,PA,Pennsylvania,Tioga,USA
De Soto,De Soto,MS,Mississippi,Clarke,USA
Maunie,Maunie,IL,Illinois,White,USA
Dorothy,Dorothy,WV,West Virginia,Raleigh,USA
Narcissa,Narcissa,OK,Oklahoma,Ottawa,USA
St. Marys,St. Marys,IA,Iowa,Warren,USA
Vowinckel,Vowinckel,PA,Pennsylvania,Clarion,USA
Beurys Lake,Beurys Lake,PA,Pennsylvania,Schuylkill,USA
Darfur,Darfur,MN,Minnesota,Watonwan,USA
Turner Colony,Turner Colony,MT,Montana,Blaine,USA
Kimmswick,Kimmswick,MO,Missouri,Jefferson,USA
Newtown,Newtown,MO,Missouri,Sullivan,USA
Lastrup,Lastrup,MN,Minnesota,Morrison,USA
Chimney Point,Chimney Point,CT,Connecticut,Western Connecticut,USA
Monomoscoy Island,Monomoscoy Island,MA,Massachusetts,Barnstable,USA
Fort Fetter,Fort Fetter,PA,Pennsylvania,Blair,USA
Rozel,Rozel,KS,Kansas,Pawnee,USA
Mount Union,Mount Union,IA,Iowa,Henry,USA
Conasauga,Conasauga,TN,Tennessee,Polk,USA
Slabtown,Slabtown,PA,Pennsylvania,Columbia,USA
Ratcliff,Ratcliff,AR,Arkansas,Logan,USA
Birch Creek Colony,Birch Creek Colony,MT,Montana,Pondera,USA
Macksburg,Macksburg,OH,Ohio,Washington,USA
Pollard,Pollard,AL,Alabama,Escambia,USA
Smithfield,Smithfield,WV,West Virginia,Wetzel,USA
Rangerville,Rangerville,TX,Texas,Cameron,USA
Brooks Mill,Brooks Mill,PA,Pennsylvania,Blair,USA
Oak Hills,Oak Hills,IA,Iowa,Des Moines,USA
Meadowbrook Farm,Meadowbrook Farm,KY,Kentucky,Jefferson,USA
Coates,Coates,MN,Minnesota,Dakota,USA
Olivet,Olivet,KS,Kansas,Osage,USA
Silver City,Silver City,NV,Nevada,Lyon,USA
Croweburg,Croweburg,KS,Kansas,Crawford,USA
Nathrop,Nathrop,CO,Colorado,Chaffee,USA
Ocean City,Ocean City,WA,Washington,Grays Harbor,USA
North San Juan,North San Juan,CA,California,Nevada,USA
Marley,Marley,IL,Illinois,Will,USA
Little Sturgeon,Little Sturgeon,WI,Wisconsin,Door,USA
Randlett,Randlett,UT,Utah,Uintah,USA
Table Rock,Table Rock,PA,Pennsylvania,Adams,USA
Hard Rock,Hard Rock,AZ,Arizona,Navajo,USA
Holiday Woods,Holiday Woods,IN,Indiana,Steuben,USA
Cates,Cates,IN,Indiana,Fountain,USA
Cresbard,Cresbard,SD,South Dakota,Faulk,USA
Linwood,Linwood,NE,Nebraska,Butler,USA
Marietta,Marietta,IL,Illinois,Fulton,USA
Rollins,Rollins,MT,Montana,Lake,USA
Esmond,Esmond,ND,North Dakota,Benson,USA
Otisco,Otisco,IN,Indiana,Clark,USA
Sereno del Mar,Sereno del Mar,CA,California,Sonoma,USA
Shiloh,Shiloh,TN,Tennessee,Hardin,USA
Rosendale,Rosendale,MO,Missouri,Andrew,USA
North Buena Vista,North Buena Vista,IA,Iowa,Clayton,USA
Fort Green,Fort Green,FL,Florida,Hardee,USA
Concord,Concord,AR,Arkansas,Cleburne,USA
Alden,Alden,KS,Kansas,Rice,USA
New Centerville,New Centerville,PA,Pennsylvania,Somerset,USA
Woody,Woody,CA,California,Kern,USA
Lynnville,Lynnville,IL,Illinois,Morgan,USA
Shongaloo,Shongaloo,LA,Louisiana,Webster,USA
Cowan,Cowan,IN,Indiana,Delaware,USA
Yatesboro,Yatesboro,PA,Pennsylvania,Armstrong,USA
Kiskimere,Kiskimere,PA,Pennsylvania,Armstrong,USA
Wintersburg,Wintersburg,AZ,Arizona,Maricopa,USA
Beulah Beach,Beulah Beach,OH,Ohio,Erie,USA
Pike,Pike,CA,California,Sierra,USA
Camp Nelson,Camp Nelson,CA,California,Tulare,USA
Urbana,Urbana,IN,Indiana,Wabash,USA
Sussex,Sussex,VA,Virginia,Sussex,USA
Garfield,Garfield,KS,Kansas,Pawnee,USA
Oxbow,Oxbow,NY,New York,Jefferson,USA
Roscoe,Roscoe,MO,Missouri,St. Clair,USA
Movico,Movico,AL,Alabama,Mobile,USA
Manderson,Manderson,WY,Wyoming,Big Horn,USA
Papineau,Papineau,IL,Illinois,Iroquois,USA
Alpha,Alpha,MN,Minnesota,Jackson,USA
Hastings,Hastings,OK,Oklahoma,Jefferson,USA
Luray,Luray,MO,Missouri,Clark,USA
Tucker,Tucker,AR,Arkansas,Jefferson,USA
Opheim,Opheim,MT,Montana,Valley,USA
Bunker Hill,Bunker Hill,KS,Kansas,Russell,USA
Sycamore,Sycamore,KY,Kentucky,Jefferson,USA
Otter Lake,Otter Lake,NY,New York,Oneida,USA
Herbster,Herbster,WI,Wisconsin,Bayfield,USA
Borrego Pass,Borrego Pass,NM,New Mexico,McKinley,USA
Aleknagik,Aleknagik,AK,Alaska,Dillingham,USA
Felt,Felt,OK,Oklahoma,Cimarron,USA
Weldon,Weldon,AR,Arkansas,Jackson,USA
Burlington,Burlington,WV,West Virginia,Mineral,USA
Crows Nest,Crows Nest,IN,Indiana,Marion,USA
Hutchinson,Hutchinson,NJ,New Jersey,Warren,USA
Igo,Igo,CA,California,Shasta,USA
Pumpkin Hollow,Pumpkin Hollow,OK,Oklahoma,Cherokee,USA
Cory,Cory,IN,Indiana,Clay,USA
Larsen Bay,Larsen Bay,AK,Alaska,Kodiak Island,USA
Pataha,Pataha,WA,Washington,Garfield,USA
Pisek,Pisek,ND,North Dakota,Walsh,USA
West Peavine,West Peavine,OK,Oklahoma,Adair,USA
Springtown,Springtown,AR,Arkansas,Benton,USA
Sunburg,Sunburg,MN,Minnesota,Kandiyohi,USA
Pella,Pella,WI,Wisconsin,Shawano,USA
Pierceville,Pierceville,IN,Indiana,Ripley,USA
Davis,Davis,SD,South Dakota,Turner,USA
O'Brien,O'Brien,TX,Texas,Haskell,USA
Chautauqua,Chautauqua,KS,Kansas,Chautauqua,USA
Blackey,Blackey,KY,Kentucky,Letcher,USA
Dodge,Dodge,ND,North Dakota,Dunn,USA
Lowndesboro,Lowndesboro,AL,Alabama,Lowndes,USA
Hockingport,Hockingport,OH,Ohio,Athens,USA
Midland,Midland,SD,South Dakota,Haakon,USA
Wann,Wann,OK,Oklahoma,Nowata,USA
Oilton,Oilton,TX,Texas,Webb,USA
Detroit,Detroit,OR,Oregon,Marion,USA
Dawson,Dawson,IA,Iowa,Dallas,USA
Coffey,Coffey,MO,Missouri,Daviess,USA
Millston,Millston,WI,Wisconsin,Jackson,USA
Perley,Perley,MN,Minnesota,Norman,USA
Alder,Alder,MT,Montana,Madison,USA
Cache,Cache,UT,Utah,Cache,USA
Bow Valley,Bow Valley,NE,Nebraska,Cedar,USA
Villas del Sol,Villas del Sol,PR,Puerto Rico,Toa Baja,USA
Angelica,Angelica,WI,Wisconsin,Shawano,USA
Montaqua,Montaqua,MT,Montana,Carbon,USA
Clyde,Clyde,NJ,New Jersey,Somerset,USA
Jacksonport,Jacksonport,AR,Arkansas,Jackson,USA
Craig,Craig,MO,Missouri,Holt,USA
Unity Village,Unity Village,MO,Missouri,Jackson,USA
Valley Head,Valley Head,WV,West Virginia,Randolph,USA
Tula,Tula,MS,Mississippi,Lafayette,USA
Summit,Summit,OK,Oklahoma,Muskogee,USA
Valentine,Valentine,TX,Texas,Jeff Davis,USA
Nord,Nord,CA,California,Butte,USA
Sheffield,Sheffield,TX,Texas,Pecos,USA
Dwight Mission,Dwight Mission,OK,Oklahoma,Sequoyah,USA
Palermo,Palermo,ND,North Dakota,Mountrail,USA
Redings Mill,Redings Mill,MO,Missouri,Newton,USA
Mineral,Mineral,CA,California,Tehama,USA
Put-in-Bay,Put-in-Bay,OH,Ohio,Ottawa,USA
